i j pA nameA pA' namea cAMax cAMin cANA pB nameB pB' nameb cBMax cBMin cBNA pAB r^2
42 73 0.930986 2 0.06901408 1 1983 147 NA 0.9 2 0.1 1 1917 213 NA 0.831027 0.008138713 
42 74 0.930986 2 0.06901408 1 1983 147 NA 0.9394366 2 0.06056338 1 2001 129 NA 0.873494 0.0003360211 
42 75 0.930986 2 0.06901408 1 1983 147 NA 0.5042254 2 0.4957746 1 1074 1056 NA 0.4559416 0.01132195 
42 76 0.930986 2 0.06901408 1 1983 147 NA 0.8725306 2 0.1274694 1 1855 271 4 0.8035577 0.01072867 
42 77 0.930986 2 0.06901408 1 1983 147 NA 0.6367481 2 0.3632519 1 1355 773 2 0.5894742 0.0007458691 
42 78 0.930986 2 0.06901408 1 1983 147 NA 0.7488263 2 0.2511737 1 1595 535 NA 0.6956684 0.0001808377 
42 79 0.930986 2 0.06901408 1 1983 147 NA 0.5089202 2 0.4910798 1 1084 1046 NA 0.4605207 0.01097764 
42 80 0.930986 2 0.06901408 1 1983 147 NA 0.5019324 2 0.4980676 1 1039 1031 60 0.4553263 0.008913763 
43 44 0.930986 2 0.06901408 1 1983 147 NA 0.9305164 2 0.06948357 1 1982 148 NA 0.9300367 0.977966 
43 45 0.930986 2 0.06901408 1 1983 147 NA 0.9312618 2 0.06873823 1 1978 146 6 0.930336 0.9755864 
43 46 0.930986 2 0.06901408 1 1983 147 NA 0.930856 2 0.06914393 1 1979 147 4 0.8618831 0.005411789 
43 47 0.930986 2 0.06901408 1 1983 147 NA 0.6190028 2 0.3809972 1 1316 810 4 0.5510846 0.0419031 
43 48 0.930986 2 0.06901408 1 1983 147 NA 0.6790414 2 0.3209586 1 1445 683 2 0.6128791 0.02659712 
43 49 0.930986 2 0.06901408 1 1983 147 NA 0.9178404 2 0.08215962 1 1955 175 NA 0.8488675 0.006539689 
43 50 0.930986 2 0.06901408 1 1983 147 NA 0.5225564 2 0.4774436 1 1112 1016 2 0.4593205 0.04605855 
43 51 0.930986 2 0.06901408 1 1983 147 NA 0.5441315 2 0.4558685 1 1159 971 NA 0.4751585 0.06194311 
43 52 0.930986 2 0.06901408 1 1983 147 NA 0.5586854 2 0.4413146 1 1190 940 NA 0.4897125 0.05839835 
43 53 0.930986 2 0.06901408 1 1983 147 NA 0.5558685 2 0.4441315 1 1184 946 NA 0.4868956 0.05906995 
43 54 0.930986 2 0.06901408 1 1983 147 NA 0.5962441 2 0.4037559 1 1270 860 NA 0.5293444 0.04286928 
43 55 0.930986 2 0.06901408 1 1983 147 NA 0.7349341 2 0.2650659 1 1561 563 6 0.7253083 0.1349259 
43 56 0.930986 2 0.06901408 1 1983 147 NA 0.7476504 2 0.2523496 1 1591 537 2 0.738208 0.1466013 
43 57 0.930986 2 0.06901408 1 1983 147 NA 0.7643192 2 0.2356808 1 1628 502 NA 0.7497001 0.1256165 
43 58 0.930986 2 0.06901408 1 1983 147 NA 0.5474178 2 0.4525822 1 1166 964 NA 0.4848743 0.03852522 
43 59 0.930986 2 0.06901408 1 1983 147 NA 0.6251185 2 0.3748815 1 1319 791 20 0.5669029 0.01509020 
43 60 0.930986 2 0.06901408 1 1983 147 NA 0.5291627 2 0.4708373 1 1125 1001 4 0.5159573 0.03395484 
43 61 0.930986 2 0.06901408 1 1983 147 NA 0.7530516 2 0.2469484 1 1604 526 NA 0.6927397 0.005822358 
43 62 0.930986 2 0.06901408 1 1983 147 NA 0.9032864 2 0.09671362 1 1924 206 NA 0.8343135 0.007839408 
43 63 0.930986 2 0.06901408 1 1983 147 NA 0.6101695 2 0.3898305 1 1296 828 6 0.5602906 0.003948962 
43 64 0.930986 2 0.06901408 1 1983 147 NA 0.5032864 2 0.4967136 1 1072 1058 NA 0.4829756 0.01295124 
43 65 0.930986 2 0.06901408 1 1983 147 NA 0.8901408 2 0.1098592 1 1896 234 NA 0.8279499 9.161095e-05 
43 66 0.930986 2 0.06901408 1 1983 147 NA 0.9051643 2 0.09483568 1 1928 202 NA 0.8361914 0.007669353 
43 67 0.930986 2 0.06901408 1 1983 147 NA 0.5169014 2 0.4830986 1 1101 1029 NA 0.468504 0.01009057 
43 68 0.930986 2 0.06901408 1 1983 147 NA 0.5957746 2 0.4042254 1 1269 861 NA 0.5460414 0.004798022 
43 69 0.930986 2 0.06901408 1 1983 147 NA 0.5591549 2 0.4408451 1 1191 939 NA 0.5348316 0.01285057 
43 70 0.930986 2 0.06901408 1 1983 147 NA 0.8928571 2 0.1071429 1 1900 228 2 0.8238842 0.008796843 
43 71 0.930986 2 0.06901408 1 1983 147 NA 0.893797 2 0.106203 1 1902 226 2 0.824824 0.008709646 
43 72 0.930986 2 0.06901408 1 1983 147 NA 0.6375587 2 0.3624413 1 1358 772 NA 0.5900348 0.0008361378 
43 73 0.930986 2 0.06901408 1 1983 147 NA 0.9 2 0.1 1 1917 213 NA 0.831027 0.008138713 
43 74 0.930986 2 0.06901408 1 1983 147 NA 0.9394366 2 0.06056338 1 2001 129 NA 0.873494 0.0003360211 
43 75 0.930986 2 0.06901408 1 1983 147 NA 0.5042254 2 0.4957746 1 1074 1056 NA 0.4559416 0.01132195 
43 76 0.930986 2 0.06901408 1 1983 147 NA 0.8725306 2 0.1274694 1 1855 271 4 0.8035577 0.01072867 
43 77 0.930986 2 0.06901408 1 1983 147 NA 0.6367481 2 0.3632519 1 1355 773 2 0.5894742 0.0007458691 
43 78 0.930986 2 0.06901408 1 1983 147 NA 0.7488263 2 0.2511737 1 1595 535 NA 0.6956684 0.0001808377 
43 79 0.930986 2 0.06901408 1 1983 147 NA 0.5089202 2 0.4910798 1 1084 1046 NA 0.4605207 0.01097764 
43 80 0.930986 2 0.06901408 1 1983 147 NA 0.5019324 2 0.4980676 1 1039 1031 60 0.4553263 0.008913763 
44 45 0.9305164 2 0.06948357 1 1982 148 NA 0.9312618 2 0.06873823 1 1978 146 6 0.9304756 0.9872196 
44 46 0.9305164 2 0.06948357 1 1982 148 NA 0.930856 2 0.06914393 1 1979 147 4 0.8614138 0.005451641 
44 47 0.9305164 2 0.06948357 1 1982 148 NA 0.6190028 2 0.3809972 1 1316 810 4 0.5506421 0.04214475 
44 48 0.9305164 2 0.06948357 1 1982 148 NA 0.6790414 2 0.3209586 1 1445 683 2 0.6123361 0.02704838 
44 49 0.9305164 2 0.06948357 1 1982 148 NA 0.9178404 2 0.08215962 1 1955 175 NA 0.8483985 0.006586855 
44 50 0.9305164 2 0.06948357 1 1982 148 NA 0.5225564 2 0.4774436 1 1112 1016 2 0.458813 0.04665817 
44 51 0.9305164 2 0.06948357 1 1982 148 NA 0.5441315 2 0.4558685 1 1159 971 NA 0.4746896 0.06239487 
44 52 0.9305164 2 0.06948357 1 1982 148 NA 0.5586854 2 0.4413146 1 1190 940 NA 0.4892436 0.05882422 
44 53 0.9305164 2 0.06948357 1 1982 148 NA 0.5558685 2 0.4441315 1 1184 946 NA 0.4864267 0.05950072 
44 54 0.9305164 2 0.06948357 1 1982 148 NA 0.5962441 2 0.4037559 1 1270 860 NA 0.5288343 0.04336625 
44 55 0.9305164 2 0.06948357 1 1982 148 NA 0.7349341 2 0.2650659 1 1561 563 6 0.725366 0.1367226 
44 56 0.9305164 2 0.06948357 1 1982 148 NA 0.7476504 2 0.2523496 1 1591 537 2 0.7382605 0.1484862 
44 57 0.9305164 2 0.06948357 1 1982 148 NA 0.7643192 2 0.2356808 1 1628 502 NA 0.749781 0.1277261 
44 58 0.9305164 2 0.06948357 1 1982 148 NA 0.5474178 2 0.4525822 1 1166 964 NA 0.4851846 0.03655028 
44 59 0.9305164 2 0.06948357 1 1982 148 NA 0.6251185 2 0.3748815 1 1319 791 20 0.5669635 0.01429954 
44 60 0.9305164 2 0.06948357 1 1982 148 NA 0.5291627 2 0.4708373 1 1125 1001 4 0.5161772 0.03511161 
44 61 0.9305164 2 0.06948357 1 1982 148 NA 0.7530516 2 0.2469484 1 1604 526 NA 0.692203 0.006042944 
44 62 0.9305164 2 0.06948357 1 1982 148 NA 0.9032864 2 0.09671362 1 1924 206 NA 0.8338445 0.007896065 
44 63 0.9305164 2 0.06948357 1 1982 148 NA 0.6101695 2 0.3898305 1 1296 828 6 0.5599308 0.003998670 
44 64 0.9305164 2 0.06948357 1 1982 148 NA 0.5032864 2 0.4967136 1 1072 1058 NA 0.4818649 0.01135700 
44 65 0.9305164 2 0.06948357 1 1982 148 NA 0.8901408 2 0.1098592 1 1896 234 NA 0.8274941 0.0001003576 
44 66 0.9305164 2 0.06948357 1 1982 148 NA 0.9051643 2 0.09483568 1 1928 202 NA 0.8357225 0.007724768 
44 67 0.9305164 2 0.06948357 1 1982 148 NA 0.5169014 2 0.4830986 1 1101 1029 NA 0.4690962 0.008754704 
44 68 0.9305164 2 0.06948357 1 1982 148 NA 0.5957746 2 0.4042254 1 1269 861 NA 0.5460596 0.004443994 
44 69 0.9305164 2 0.06948357 1 1982 148 NA 0.5591549 2 0.4408451 1 1191 939 NA 0.5349728 0.01350307 
44 70 0.9305164 2 0.06948357 1 1982 148 NA 0.8928571 2 0.1071429 1 1900 228 2 0.8234153 0.008860492 
44 71 0.9305164 2 0.06948357 1 1982 148 NA 0.893797 2 0.106203 1 1902 226 2 0.8243551 0.008772658 
44 72 0.9305164 2 0.06948357 1 1982 148 NA 0.6375587 2 0.3624413 1 1358 772 NA 0.5899425 0.0007361372 
44 73 0.9305164 2 0.06948357 1 1982 148 NA 0.9 2 0.1 1 1917 213 NA 0.8305582 0.008197555 
44 74 0.9305164 2 0.06948357 1 1982 148 NA 0.9394366 2 0.06056338 1 2001 129 NA 0.8726695 0.0006048806 
44 75 0.9305164 2 0.06948357 1 1982 148 NA 0.5042254 2 0.4957746 1 1074 1056 NA 0.4559414 0.01085977 
44 76 0.9305164 2 0.06948357 1 1982 148 NA 0.8725306 2 0.1274694 1 1855 271 4 0.8030887 0.01080643 
44 77 0.9305164 2 0.06948357 1 1982 148 NA 0.6367481 2 0.3632519 1 1355 773 2 0.589379 0.0006532688 
44 78 0.9305164 2 0.06948357 1 1982 148 NA 0.7488263 2 0.2511737 1 1595 535 NA 0.6954546 0.0001477756 
44 79 0.9305164 2 0.06948357 1 1982 148 NA 0.5089202 2 0.4910798 1 1084 1046 NA 0.4605313 0.01050277 
44 80 0.9305164 2 0.06948357 1 1982 148 NA 0.5019324 2 0.4980676 1 1039 1031 60 0.4553729 0.008445044 
45 46 0.9312618 2 0.06873823 1 1978 146 6 0.930856 2 0.06914393 1 1979 147 4 0.8621587 0.005388933 
45 47 0.9312618 2 0.06873823 1 1978 146 6 0.6190028 2 0.3809972 1 1316 810 4 0.5503054 0.04528977 
45 48 0.9312618 2 0.06873823 1 1978 146 6 0.6790414 2 0.3209586 1 1445 683 2 0.6117663 0.03041409 
45 49 0.9312618 2 0.06873823 1 1978 146 6 0.9178404 2 0.08215962 1 1955 175 NA 0.849143 0.006511998 
45 50 0.9312618 2 0.06873823 1 1978 146 6 0.5225564 2 0.4774436 1 1112 1016 2 0.4587955 0.04853477 
45 51 0.9312618 2 0.06873823 1 1978 146 6 0.5441315 2 0.4558685 1 1159 971 NA 0.4754341 0.06167789 
45 52 0.9312618 2 0.06873823 1 1978 146 6 0.5586854 2 0.4413146 1 1190 940 NA 0.4899881 0.05814833 
45 53 0.9312618 2 0.06873823 1 1978 146 6 0.5558685 2 0.4441315 1 1184 946 NA 0.4871712 0.05881704 
45 54 0.9312618 2 0.06873823 1 1978 146 6 0.5962441 2 0.4037559 1 1270 860 NA 0.5295972 0.04273409 
45 55 0.9312618 2 0.06873823 1 1978 146 6 0.7349341 2 0.2650659 1 1561 563 6 0.7259063 0.1380448 
45 56 0.9312618 2 0.06873823 1 1978 146 6 0.7476504 2 0.2523496 1 1591 537 2 0.7387992 0.1498459 
45 57 0.9312618 2 0.06873823 1 1978 146 6 0.7643192 2 0.2356808 1 1628 502 NA 0.7508823 0.1325890 
45 58 0.9312618 2 0.06873823 1 1978 146 6 0.5474178 2 0.4525822 1 1166 964 NA 0.4860822 0.03543817 
45 59 0.9312618 2 0.06873823 1 1978 146 6 0.6251185 2 0.3748815 1 1319 791 20 0.5679775 0.01338758 
45 60 0.9312618 2 0.06873823 1 1978 146 6 0.5291627 2 0.4708373 1 1125 1001 4 0.5160244 0.03385086 
45 61 0.9312618 2 0.06873823 1 1978 146 6 0.7530516 2 0.2469484 1 1604 526 NA 0.6910744 0.008763359 
45 62 0.9312618 2 0.06873823 1 1978 146 6 0.9032864 2 0.09671362 1 1924 206 NA 0.834589 0.007806145 
45 63 0.9312618 2 0.06873823 1 1978 146 6 0.6101695 2 0.3898305 1 1296 828 6 0.5591788 0.00537741 
45 64 0.9312618 2 0.06873823 1 1978 146 6 0.5032864 2 0.4967136 1 1072 1058 NA 0.483188 0.01313243 
45 65 0.9312618 2 0.06873823 1 1978 146 6 0.8901408 2 0.1098592 1 1896 234 NA 0.8284136 4.666796e-05 
45 66 0.9312618 2 0.06873823 1 1978 146 6 0.9051643 2 0.09483568 1 1928 202 NA 0.836467 0.007636819 
45 67 0.9312618 2 0.06873823 1 1978 146 6 0.5169014 2 0.4830986 1 1101 1029 NA 0.4685376 0.01030240 
45 68 0.9312618 2 0.06873823 1 1978 146 6 0.5957746 2 0.4042254 1 1269 861 NA 0.5452512 0.00594207 
45 69 0.9312618 2 0.06873823 1 1978 146 6 0.5591549 2 0.4408451 1 1191 939 NA 0.5362141 0.01521486 
45 70 0.9312618 2 0.06873823 1 1978 146 6 0.8928571 2 0.1071429 1 1900 228 2 0.8241598 0.008759475 
45 71 0.9312618 2 0.06873823 1 1978 146 6 0.893797 2 0.106203 1 1902 226 2 0.8250996 0.008672652 
45 72 0.9312618 2 0.06873823 1 1978 146 6 0.6375587 2 0.3624413 1 1358 772 NA 0.58927 0.001347159 
45 73 0.9312618 2 0.06873823 1 1978 146 6 0.9 2 0.1 1 1917 213 NA 0.8313026 0.008104166 
45 74 0.9312618 2 0.06873823 1 1978 146 6 0.9394366 2 0.06056338 1 2001 129 NA 0.8734472 0.0005491335 
45 75 0.9312618 2 0.06873823 1 1978 146 6 0.5042254 2 0.4957746 1 1074 1056 NA 0.4553021 0.01271407 
45 76 0.9312618 2 0.06873823 1 1978 146 6 0.8725306 2 0.1274694 1 1855 271 4 0.8038332 0.01068302 
45 77 0.9312618 2 0.06873823 1 1978 146 6 0.6367481 2 0.3632519 1 1355 773 2 0.5887005 0.001236435 
45 78 0.9312618 2 0.06873823 1 1978 146 6 0.7488263 2 0.2511737 1 1595 535 NA 0.6948575 0.0005173639 
45 79 0.9312618 2 0.06873823 1 1978 146 6 0.5089202 2 0.4910798 1 1084 1046 NA 0.4598675 0.01237491 
45 80 0.9312618 2 0.06873823 1 1978 146 6 0.5019324 2 0.4980676 1 1039 1031 60 0.4546101 0.01027062 
46 47 0.930856 2 0.06914393 1 1979 147 4 0.6190028 2 0.3809972 1 1316 810 4 0.5499002 0.0455761 
46 48 0.930856 2 0.06914393 1 1979 147 4 0.6790414 2 0.3209586 1 1445 683 2 0.6099387 0.03497885 
46 49 0.930856 2 0.06914393 1 1979 147 4 0.9178404 2 0.08215962 1 1955 175 NA 0.9125219 0.6965567 
46 50 0.930856 2 0.06914393 1 1979 147 4 0.5225564 2 0.4774436 1 1112 1016 2 0.5186572 0.06469838 
46 51 0.930856 2 0.06914393 1 1979 147 4 0.5441315 2 0.4558685 1 1159 971 NA 0.4793705 0.04612765 
46 52 0.930856 2 0.06914393 1 1979 147 4 0.5586854 2 0.4413146 1 1190 940 NA 0.4913656 0.05186963 
46 53 0.930856 2 0.06914393 1 1979 147 4 0.5558685 2 0.4441315 1 1184 946 NA 0.4885345 0.05255931 
46 54 0.930856 2 0.06914393 1 1979 147 4 0.5962441 2 0.4037559 1 1270 860 NA 0.5301653 0.03986098 
46 55 0.930856 2 0.06914393 1 1979 147 4 0.7349341 2 0.2650659 1 1561 563 6 0.7289838 0.1605442 
46 56 0.930856 2 0.06914393 1 1979 147 4 0.7476504 2 0.2523496 1 1591 537 2 0.7411829 0.1684523 
46 57 0.930856 2 0.06914393 1 1979 147 4 0.7643192 2 0.2356808 1 1628 502 NA 0.7591497 0.1960696 
46 58 0.930856 2 0.06914393 1 1979 147 4 0.5474178 2 0.4525822 1 1166 964 NA 0.4791835 0.05789322 
46 59 0.930856 2 0.06914393 1 1979 147 4 0.6251185 2 0.3748815 1 1319 791 20 0.5583153 0.03686345 
46 60 0.930856 2 0.06914393 1 1979 147 4 0.5291627 2 0.4708373 1 1125 1001 4 0.5036818 0.007693642 
46 61 0.930856 2 0.06914393 1 1979 147 4 0.7530516 2 0.2469484 1 1604 526 NA 0.6856582 0.01962027 
46 62 0.930856 2 0.06914393 1 1979 147 4 0.9032864 2 0.09671362 1 1924 206 NA 0.8508515 0.01786295 
46 63 0.930856 2 0.06914393 1 1979 147 4 0.6101695 2 0.3898305 1 1296 828 6 0.5433663 0.03957216 
46 64 0.930856 2 0.06914393 1 1979 147 4 0.5032864 2 0.4967136 1 1072 1058 NA 0.4873712 0.02216318 
46 65 0.930856 2 0.06914393 1 1979 147 4 0.8901408 2 0.1098592 1 1896 234 NA 0.8210382 0.009067999 
46 66 0.930856 2 0.06914393 1 1979 147 4 0.9051643 2 0.09483568 1 1928 202 NA 0.8380331 0.003738125 
46 67 0.930856 2 0.06914393 1 1979 147 4 0.5169014 2 0.4830986 1 1101 1029 NA 0.4537955 0.04659287 
46 68 0.930856 2 0.06914393 1 1979 147 4 0.5957746 2 0.4042254 1 1269 861 NA 0.5361786 0.02184652 
46 69 0.930856 2 0.06914393 1 1979 147 4 0.5591549 2 0.4408451 1 1191 939 NA 0.5275918 0.003176470 
46 70 0.930856 2 0.06914393 1 1979 147 4 0.8928571 2 0.1071429 1 1900 228 2 0.827851 0.001737198 
46 71 0.930856 2 0.06914393 1 1979 147 4 0.893797 2 0.106203 1 1902 226 2 0.8280013 0.002612346 
46 72 0.930856 2 0.06914393 1 1979 147 4 0.6375587 2 0.3624413 1 1358 772 NA 0.569597 0.03833683 
46 73 0.930856 2 0.06914393 1 1979 147 4 0.9 2 0.1 1 1917 213 NA 0.8338054 0.002714026 
46 74 0.930856 2 0.06914393 1 1979 147 4 0.9394366 2 0.06056338 1 2001 129 NA 0.885137 0.03101187 
46 75 0.930856 2 0.06914393 1 1979 147 4 0.5042254 2 0.4957746 1 1074 1056 NA 0.4506389 0.02178575 
46 76 0.930856 2 0.06914393 1 1979 147 4 0.8725306 2 0.1274694 1 1855 271 4 0.8165483 0.002640874 
46 77 0.930856 2 0.06914393 1 1979 147 4 0.6367481 2 0.3632519 1 1355 773 2 0.5687758 0.03851404 
46 78 0.930856 2 0.06914393 1 1979 147 4 0.7488263 2 0.2511737 1 1595 535 NA 0.6815164 0.01993074 
46 79 0.930856 2 0.06914393 1 1979 147 4 0.5089202 2 0.4910798 1 1084 1046 NA 0.4553706 0.02095781 
46 80 0.930856 2 0.06914393 1 1979 147 4 0.5019324 2 0.4980676 1 1039 1031 60 0.4477257 0.02363449 
47 48 0.6190028 2 0.3809972 1 1316 810 4 0.6790414 2 0.3209586 1 1445 683 2 0.5739698 0.4592576 
47 49 0.6190028 2 0.3809972 1 1316 810 4 0.9178404 2 0.08215962 1 1955 175 NA 0.5401787 0.04397986 
47 50 0.6190028 2 0.3809972 1 1316 810 4 0.5225564 2 0.4774436 1 1112 1016 2 0.4923234 0.4845981 
47 51 0.6190028 2 0.3809972 1 1316 810 4 0.5441315 2 0.4558685 1 1159 971 NA 0.1922320 0.3573550 
47 52 0.6190028 2 0.3809972 1 1316 810 4 0.5586854 2 0.4413146 1 1190 940 NA 0.1958268 0.3869534 
47 53 0.6190028 2 0.3809972 1 1316 810 4 0.5558685 2 0.4441315 1 1184 946 NA 0.1947545 0.3829961 
47 54 0.6190028 2 0.3809972 1 1316 810 4 0.5962441 2 0.4037559 1 1270 860 NA 0.2477643 0.2592113 
47 55 0.6190028 2 0.3809972 1 1316 810 4 0.7349341 2 0.2650659 1 1561 563 6 0.4466804 0.001479985 
47 56 0.6190028 2 0.3809972 1 1316 810 4 0.7476504 2 0.2523496 1 1591 537 2 0.448824 0.004388423 
47 57 0.6190028 2 0.3809972 1 1316 810 4 0.7643192 2 0.2356808 1 1628 502 NA 0.4683409 0.0005366717 
47 58 0.6190028 2 0.3809972 1 1316 810 4 0.5474178 2 0.4525822 1 1166 964 NA 0.2554954 0.1189218 
47 59 0.6190028 2 0.3809972 1 1316 810 4 0.6251185 2 0.3748815 1 1319 791 20 0.3695232 0.005495037 
47 60 0.6190028 2 0.3809972 1 1316 810 4 0.5291627 2 0.4708373 1 1125 1001 4 0.3819702 0.05039579 
47 61 0.6190028 2 0.3809972 1 1316 810 4 0.7530516 2 0.2469484 1 1604 526 NA 0.5168713 0.05867963 
47 62 0.6190028 2 0.3809972 1 1316 810 4 0.9032864 2 0.09671362 1 1924 206 NA 0.5804586 0.02206573 
47 63 0.6190028 2 0.3809972 1 1316 810 4 0.6101695 2 0.3898305 1 1296 828 6 0.393813 0.004630127 
47 64 0.6190028 2 0.3809972 1 1316 810 4 0.5032864 2 0.4967136 1 1072 1058 NA 0.2762633 0.02110253 
47 65 0.6190028 2 0.3809972 1 1316 810 4 0.8901408 2 0.1098592 1 1896 234 NA 0.5207034 0.0397989 
47 66 0.6190028 2 0.3809972 1 1316 810 4 0.9051643 2 0.09483568 1 1928 202 NA 0.5691177 0.003841208 
47 67 0.6190028 2 0.3809972 1 1316 810 4 0.5169014 2 0.4830986 1 1101 1029 NA 0.351502 0.01688989 
47 68 0.6190028 2 0.3809972 1 1316 810 4 0.5957746 2 0.4042254 1 1269 861 NA 0.3927984 0.01015186 
47 69 0.6190028 2 0.3809972 1 1316 810 4 0.5591549 2 0.4408451 1 1191 939 NA 0.3155454 0.01607855 
47 70 0.6190028 2 0.3809972 1 1316 810 4 0.8928571 2 0.1071429 1 1900 228 2 0.5672533 0.009412219 
47 71 0.6190028 2 0.3809972 1 1316 810 4 0.893797 2 0.106203 1 1902 226 2 0.5673131 0.008818203 
47 72 0.6190028 2 0.3809972 1 1316 810 4 0.6375587 2 0.3624413 1 1358 772 NA 0.4091345 0.003849422 
47 73 0.6190028 2 0.3809972 1 1316 810 4 0.9 2 0.1 1 1917 213 NA 0.5693377 0.007052805 
47 74 0.6190028 2 0.3809972 1 1316 810 4 0.9394366 2 0.06056338 1 2001 129 NA 0.5809785 2.136258e-05 
47 75 0.6190028 2 0.3809972 1 1316 810 4 0.5042254 2 0.4957746 1 1074 1056 NA 0.3455952 0.01901096 
47 76 0.6190028 2 0.3809972 1 1316 810 4 0.8725306 2 0.1274694 1 1855 271 4 0.5553529 0.008870911 
47 77 0.6190028 2 0.3809972 1 1316 810 4 0.6367481 2 0.3632519 1 1355 773 2 0.4080114 0.003522857 
47 78 0.6190028 2 0.3809972 1 1316 810 4 0.7488263 2 0.2511737 1 1595 535 NA 0.5047771 0.03836276 
47 79 0.6190028 2 0.3809972 1 1316 810 4 0.5089202 2 0.4910798 1 1084 1046 NA 0.3451489 0.01539798 
47 80 0.6190028 2 0.3809972 1 1316 810 4 0.5019324 2 0.4980676 1 1039 1031 60 0.3435384 0.01829288 
48 49 0.6790414 2 0.3209586 1 1445 683 2 0.9178404 2 0.08215962 1 1955 175 NA 0.5969385 0.04212816 
48 50 0.6790414 2 0.3209586 1 1445 683 2 0.5225564 2 0.4774436 1 1112 1016 2 0.5219996 0.5138965 
48 51 0.6790414 2 0.3209586 1 1445 683 2 0.5441315 2 0.4558685 1 1159 971 NA 0.2237888 0.3926665 
48 52 0.6790414 2 0.3209586 1 1445 683 2 0.5586854 2 0.4413146 1 1190 940 NA 0.2389535 0.3669259 
48 53 0.6790414 2 0.3209586 1 1445 683 2 0.5558685 2 0.4441315 1 1184 946 NA 0.2386283 0.358207 
48 54 0.6790414 2 0.3209586 1 1445 683 2 0.5962441 2 0.4037559 1 1270 860 NA 0.2864284 0.2673945 
48 55 0.6790414 2 0.3209586 1 1445 683 2 0.7349341 2 0.2650659 1 1561 563 6 0.4281501 0.1183998 
48 56 0.6790414 2 0.3209586 1 1445 683 2 0.7476504 2 0.2523496 1 1591 537 2 0.4378039 0.1187626 
48 57 0.6790414 2 0.3209586 1 1445 683 2 0.7643192 2 0.2356808 1 1628 502 NA 0.4569943 0.09794468 
48 58 0.6790414 2 0.3209586 1 1445 683 2 0.5474178 2 0.4525822 1 1166 964 NA 0.2993919 0.09688245 
48 59 0.6790414 2 0.3209586 1 1445 683 2 0.6251185 2 0.3748815 1 1319 791 20 0.4238759 7.174873e-06 
48 60 0.6790414 2 0.3209586 1 1445 683 2 0.5291627 2 0.4708373 1 1125 1001 4 0.4040385 0.03682168 
48 61 0.6790414 2 0.3209586 1 1445 683 2 0.7530516 2 0.2469484 1 1604 526 NA 0.6000691 0.1941898 
48 62 0.6790414 2 0.3209586 1 1445 683 2 0.9032864 2 0.09671362 1 1924 206 NA 0.5946284 0.01844597 
48 63 0.6790414 2 0.3209586 1 1445 683 2 0.6101695 2 0.3898305 1 1296 828 6 0.4673779 0.05428256 
48 64 0.6790414 2 0.3209586 1 1445 683 2 0.5032864 2 0.4967136 1 1072 1058 NA 0.3105269 0.01789569 
48 65 0.6790414 2 0.3209586 1 1445 683 2 0.8901408 2 0.1098592 1 1896 234 NA 0.5753429 0.03973128 
48 66 0.6790414 2 0.3209586 1 1445 683 2 0.9051643 2 0.09483568 1 1928 202 NA 0.5919529 0.02752118 
48 67 0.6790414 2 0.3209586 1 1445 683 2 0.5169014 2 0.4830986 1 1101 1029 NA 0.3863642 0.02298270 
48 68 0.6790414 2 0.3209586 1 1445 683 2 0.5957746 2 0.4042254 1 1269 861 NA 0.4585407 0.055526 
48 69 0.6790414 2 0.3209586 1 1445 683 2 0.5591549 2 0.4408451 1 1191 939 NA 0.3609552 0.006532843 
48 70 0.6790414 2 0.3209586 1 1445 683 2 0.8928571 2 0.1071429 1 1900 228 2 0.5881493 0.01577871 
48 71 0.6790414 2 0.3209586 1 1445 683 2 0.893797 2 0.106203 1 1902 226 2 0.5893078 0.01500226 
48 72 0.6790414 2 0.3209586 1 1445 683 2 0.6375587 2 0.3624413 1 1358 772 NA 0.4843143 0.05242988 
48 73 0.6790414 2 0.3209586 1 1445 683 2 0.9 2 0.1 1 1917 213 NA 0.5948097 0.01359109 
48 74 0.6790414 2 0.3209586 1 1445 683 2 0.9394366 2 0.06056338 1 2001 129 NA 0.6321485 0.002682887 
48 75 0.6790414 2 0.3209586 1 1445 683 2 0.5042254 2 0.4957746 1 1074 1056 NA 0.3699053 0.01389623 
48 76 0.6790414 2 0.3209586 1 1445 683 2 0.8725306 2 0.1274694 1 1855 271 4 0.5717454 0.01774352 
48 77 0.6790414 2 0.3209586 1 1445 683 2 0.6367481 2 0.3632519 1 1355 773 2 0.4832857 0.05140927 
48 78 0.6790414 2 0.3209586 1 1445 683 2 0.7488263 2 0.2511737 1 1595 535 NA 0.5830608 0.1356773 
48 79 0.6790414 2 0.3209586 1 1445 683 2 0.5089202 2 0.4910798 1 1084 1046 NA 0.3720414 0.01285728 
48 80 0.6790414 2 0.3209586 1 1445 683 2 0.5019324 2 0.4980676 1 1039 1031 60 0.3684308 0.013979 
49 50 0.9178404 2 0.08215962 1 1955 175 NA 0.5225564 2 0.4774436 1 1112 1016 2 0.5224996 0.0977132 
49 51 0.9178404 2 0.08215962 1 1955 175 NA 0.5441315 2 0.4558685 1 1159 971 NA 0.4620286 0.07476695 
49 52 0.9178404 2 0.08215962 1 1955 175 NA 0.5586854 2 0.4413146 1 1190 940 NA 0.4765826 0.07048737 
49 53 0.9178404 2 0.08215962 1 1955 175 NA 0.5558685 2 0.4441315 1 1184 946 NA 0.4737657 0.07129819 
